kuname,candidate_name,party,color
神奈川9区,候補者A,日本維新の会,#88c900
神奈川9区,候補者B,立憲民主党,#004098
神奈川9区,候補者C,国民民主党,#fdbd02
神奈川9区,候補者D,社民党,#1ca9e9
神奈川10区,候補者A,公明党,#f55883
神奈川10区,候補者B,国民民主党,#fdbd02
神奈川7区,候補者A,社民党,#1ca9e9
神奈川7区,候補者B,国民民主党,#fdbd02
神奈川7区,候補者C,日本共産党,#5a2e87
神奈川7区,候補者D,公明党,#f55883
神奈川7区,候補者E,日本維新の会,#88c900
神奈川8区,候補者A,公明党,#f55883
神奈川8区,候補者B,国民民主党,#fdbd02
神奈川8区,候補者C,立憲民主党,#004098
神奈川8区,候補者D,れいわ新選組,#e954a4
神奈川8区,候補者E,無所属,#999999
神奈川13区,候補者A,日本共産党,#5a2e87
神奈川13区,候補者B,自由民主党,#d70035
神奈川13区,候補者C,日本維新の会,#88c900
神奈川13区,候補者D,社民党,#1ca9e9
神奈川14区,候補者A,れいわ新選組,#e954a4
神奈川14区,候補者B,日本維新の会,#88c900
神奈川14区,候補者C,立憲民主党,#004098
神奈川11区,候補者A,自由民主党,#d70035
神奈川11区,候補者B,れいわ新選組,#e954a4
神奈川11区,候補者C,無所属,#999999
石川3区,候補者A,公明党,#f55883
石川3区,候補者B,無所属,#999999
神奈川12区,候補者A,社民党,#1ca9e9
神奈川12区,候補者B,日本共産党,#5a2e87
神奈川1区,候補者A,自由民主党,#d70035
神奈川1区,候補者B,立憲民主党,#004098
神奈川1区,候補者C,れいわ新選組,#e954a4
神奈川1区,候補者D,公明党,#f55883
神奈川2区,候補者A,れいわ新選組,#e954a4
神奈川2区,候補者B,国民民主党,#fdbd02
神奈川2区,候補者C,公明党,#f55883
神奈川2区,候補者D,自由民主党,#d70035
神奈川5区,候補者A,公明党,#f55883
神奈川5区,候補者B,日本共産党,#5a2e87
栃木1区,候補者A,れいわ新選組,#e954a4
栃木1区,候補者B,自由民主党,#d70035
栃木1区,候補者C,日本共産党,#5a2e87
栃木1区,候補者D,日本維新の会,#88c900
栃木1区,候補者E,無所属,#999999
神奈川6区,候補者A,国民民主党,#fdbd02
神奈川6区,候補者B,社民党,#1ca9e9
栃木2区,候補者A,れいわ新選組,#e954a4
栃木2区,候補者B,自由民主党,#d70035
栃木2区,候補者C,日本共産党,#5a2e87
神奈川3区,候補者A,自由民主党,#d70035
神奈川3区,候補者B,無所属,#999999
神奈川3区,候補者C,国民民主党,#fdbd02
神奈川3区,候補者D,社民党,#1ca9e9
神奈川4区,候補者A,れいわ新選組,#e954a4
神奈川4区,候補者B,立憲民主党,#004098
神奈川4区,候補者C,社民党,#1ca9e9
長崎1区,候補者A,自由民主党,#d70035
長崎1区,候補者B,無所属,#999999
長崎1区,候補者C,日本維新の会,#88c900
長崎2区,候補者A,日本共産党,#5a2e87
長崎2区,候補者B,公明党,#f55883
長崎2区,候補者C,社民党,#1ca9e9
香川1区,候補者A,国民民主党,#fdbd02
香川1区,候補者B,公明党,#f55883
香川2区,候補者A,無所属,#999999
香川2区,候補者B,日本維新の会,#88c900
香川2区,候補者C,自由民主党,#d70035
長崎3区,候補者A,自由民主党,#d70035
長崎3区,候補者B,日本共産党,#5a2e87
静岡7区,候補者A,国民民主党,#fdbd02
静岡7区,候補者B,日本共産党,#5a2e87
静岡7区,候補者C,自由民主党,#d70035
静岡7区,候補者D,れいわ新選組,#e954a4
静岡8区,候補者A,日本共産党,#5a2e87
静岡8区,候補者B,無所属,#999999
静岡8区,候補者C,立憲民主党,#004098
静岡8区,候補者D,日本維新の会,#88c900
静岡8区,候補者E,れいわ新選組,#e954a4
岩手3区,候補者A,立憲民主党,#004098
岩手3区,候補者B,公明党,#f55883
岩手3区,候補者C,日本維新の会,#88c900
静岡1区,候補者A,社民党,#1ca9e9
静岡1区,候補者B,立憲民主党,#004098
静岡1区,候補者C,国民民主党,#fdbd02
静岡1区,候補者D,無所属,#999999
静岡1区,候補者E,公明党,#f55883
静岡2区,候補者A,日本維新の会,#88c900
静岡2区,候補者B,無所属,#999999
静岡2区,候補者C,公明党,#f55883
大阪5区,候補者A,公明党,#f55883
大阪5区,候補者B,日本共産党,#5a2e87
大阪5区,候補者C,国民民主党,#fdbd02
大阪6区,候補者A,自由民主党,#d70035
大阪6区,候補者B,公明党,#f55883
大阪6区,候補者C,無所属,#999999
大阪6区,候補者D,れいわ新選組,#e954a4
静岡5区,候補者A,国民民主党,#fdbd02
静岡5区,候補者B,れいわ新選組,#e954a4
静岡5区,候補者C,無所属,#999999
大阪3区,候補者A,れいわ新選組,#e954a4
大阪3区,候補者B,自由民主党,#d70035
大阪3区,候補者C,公明党,#f55883
大阪3区,候補者D,立憲民主党,#004098
大阪3区,候補者E,日本維新の会,#88c900
石川1区,候補者A,日本共産党,#5a2e87
石川1区,候補者B,自由民主党,#d70035
石川1区,候補者C,国民民主党,#fdbd02
石川1区,候補者D,日本維新の会,#88c900
静岡6区,候補者A,立憲民主党,#004098
静岡6区,候補者B,れいわ新選組,#e954a4
静岡6区,候補者C,公明党,#f55883
大阪4区,候補者A,立憲民主党,#004098
大阪4区,候補者B,日本共産党,#5a2e87
大阪4区,候補者C,社民党,#1ca9e9
石川2区,候補者A,無所属,#999999
石川2区,候補者B,れいわ新選組,#e954a4
石川2区,候補者C,社民党,#1ca9e9
石川2区,候補者D,日本維新の会,#88c900
石川2区,候補者E,自由民主党,#d70035
静岡3区,候補者A,日本維新の会,#88c900
静岡3区,候補者B,日本共産党,#5a2e87
静岡3区,候補者C,社民党,#1ca9e9
静岡3区,候補者D,公明党,#f55883
静岡3区,候補者E,立憲民主党,#004098
香川3区,候補者A,社民党,#1ca9e9
香川3区,候補者B,無所属,#999999
香川3区,候補者C,自由民主党,#d70035
香川3区,候補者D,れいわ新選組,#e954a4
大阪9区,候補者A,日本共産党,#5a2e87
大阪9区,候補者B,公明党,#f55883
大阪9区,候補者C,国民民主党,#fdbd02
大阪9区,候補者D,無所属,#999999
静岡4区,候補者A,日本共産党,#5a2e87
静岡4区,候補者B,自由民主党,#d70035
岩手1区,候補者A,日本共産党,#5a2e87
岩手1区,候補者B,社民党,#1ca9e9
大阪10区,候補者A,自由民主党,#d70035
大阪10区,候補者B,立憲民主党,#004098
大阪10区,候補者C,国民民主党,#fdbd02
大阪10区,候補者D,公明党,#f55883
大阪10区,候補者E,無所属,#999999
岩手2区,候補者A,れいわ新選組,#e954a4
岩手2区,候補者B,日本維新の会,#88c900
岩手2区,候補者C,無所属,#999999
大阪7区,候補者A,社民党,#1ca9e9
大阪7区,候補者B,公明党,#f55883
大阪7区,候補者C,立憲民主党,#004098
大阪7区,候補者D,無所属,#999999
大阪7区,候補者E,自由民主党,#d70035
大阪8区,候補者A,立憲民主党,#004098
大阪8区,候補者B,国民民主党,#fdbd02
大阪8区,候補者C,公明党,#f55883
大阪8区,候補者D,無所属,#999999
東京29区,候補者A,自由民主党,#d70035
東京29区,候補者B,社民党,#1ca9e9
東京29区,候補者C,立憲民主党,#004098
東京30区,候補者A,社民党,#1ca9e9
東京30区,候補者B,国民民主党,#fdbd02
大阪1区,候補者A,日本共産党,#5a2e87
大阪1区,候補者B,れいわ新選組,#e954a4
大阪1区,候補者C,立憲民主党,#004098
東京27区,候補者A,社民党,#1ca9e9
東京27区,候補者B,無所属,#999999
東京27区,候補者C,日本維新の会,#88c900
大阪2区,候補者A,日本共産党,#5a2e87
大阪2区,候補者B,日本維新の会,#88c900
大阪2区,候補者C,国民民主党,#fdbd02
東京28区,候補者A,公明党,#f55883
東京28区,候補者B,国民民主党,#fdbd02
大阪19区,候補者A,国民民主党,#fdbd02
大阪19区,候補者B,日本維新の会,#88c900
大阪19区,候補者C,日本共産党,#5a2e87
東京21区,候補者A,社民党,#1ca9e9
東京21区,候補者B,公明党,#f55883
東京21区,候補者C,れいわ新選組,#e954a4
東京21区,候補者D,日本維新の会,#88c900
東京21区,候補者E,無所属,#999999
東京22区,候補者A,国民民主党,#fdbd02
東京22区,候補者B,無所属,#999999
東京22区,候補者C,れいわ新選組,#e954a4
東京19区,候補者A,公明党,#f55883
東京19区,候補者B,れいわ新選組,#e954a4
東京20区,候補者A,公明党,#f55883
東京20区,候補者B,自由民主党,#d70035
東京25区,候補者A,自由民主党,#d70035
東京25区,候補者B,立憲民主党,#004098
東京25区,候補者C,国民民主党,#fdbd02
東京26区,候補者A,自由民主党,#d70035
東京26区,候補者B,日本維新の会,#88c900
大阪13区,候補者A,自由民主党,#d70035
大阪13区,候補者B,無所属,#999999
大阪13区,候補者C,日本共産党,#5a2e87
東京23区,候補者A,国民民主党,#fdbd02
東京23区,候補者B,自由民主党,#d70035
東京23区,候補者C,日本共産党,#5a2e87
大阪14区,候補者A,日本維新の会,#88c900
大阪14区,候補者B,公明党,#f55883
東京24区,候補者A,日本維新の会,#88c900
東京24区,候補者B,社民党,#1ca9e9
東京24区,候補者C,国民民主党,#fdbd02
東京24区,候補者D,無所属,#999999
東京24区,候補者E,れいわ新選組,#e954a4
大阪11区,候補者A,立憲民主党,#004098
大阪11区,候補者B,公明党,#f55883
大阪12区,候補者A,社民党,#1ca9e9
大阪12区,候補者B,立憲民主党,#004098
大阪12区,候補者C,日本共産党,#5a2e87
大阪12区,候補者D,無所属,#999999
大阪12区,候補者E,公明党,#f55883
大阪17区,候補者A,公明党,#f55883
大阪17区,候補者B,日本維新の会,#88c900
大阪17区,候補者C,立憲民主党,#004098
大阪17区,候補者D,日本共産党,#5a2e87
大阪18区,候補者A,日本共産党,#5a2e87
大阪18区,候補者B,立憲民主党,#004098
茨城7区,候補者A,日本維新の会,#88c900
茨城7区,候補者B,公明党,#f55883
茨城7区,候補者C,日本共産党,#5a2e87
大阪15区,候補者A,立憲民主党,#004098
大阪15区,候補者B,公明党,#f55883
大阪16区,候補者A,日本共産党,#5a2e87
大阪16区,候補者B,れいわ新選組,#e954a4
大阪16区,候補者C,社民党,#1ca9e9
大阪16区,候補者D,公明党,#f55883
島根1区,候補者A,社民党,#1ca9e9
島根1区,候補者B,日本維新の会,#88c900
島根2区,候補者A,無所属,#999999
島根2区,候補者B,自由民主党,#d70035
島根2区,候補者C,日本維新の会,#88c900
島根2区,候補者D,国民民主党,#fdbd02
沖縄3区,候補者A,れいわ新選組,#e954a4
沖縄3区,候補者B,日本共産党,#5a2e87
沖縄3区,候補者C,社民党,#1ca9e9
沖縄3区,候補者D,日本維新の会,#88c900
東京1区,候補者A,れいわ新選組,#e954a4
東京1区,候補者B,公明党,#f55883
東京1区,候補者C,自由民主党,#d70035
沖縄4区,候補者A,日本維新の会,#88c900
沖縄4区,候補者B,無所属,#999999
東京2区,候補者A,無所属,#999999
東京2区,候補者B,国民民主党,#fdbd02
沖縄1区,候補者A,立憲民主党,#004098
沖縄1区,候補者B,日本共産党,#5a2e87
沖縄1区,候補者C,日本維新の会,#88c900
沖縄1区,候補者D,国民民主党,#fdbd02
沖縄1区,候補者E,無所属,#999999
沖縄2区,候補者A,無所属,#999999
沖縄2区,候補者B,日本維新の会,#88c900
沖縄2区,候補者C,自由民主党,#d70035
東京13区,候補者A,日本維新の会,#88c900
東京13区,候補者B,国民民主党,#fdbd02
東京13区,候補者C,れいわ新選組,#e954a4
東京14区,候補者A,立憲民主党,#004098
東京14区,候補者B,日本維新の会,#88c900
東京14区,候補者C,公明党,#f55883
東京14区,候補者D,自由民主党,#d70035
東京11区,候補者A,社民党,#1ca9e9
東京11区,候補者B,自由民主党,#d70035
東京11区,候補者C,公明党,#f55883
東京11区,候補者D,日本維新の会,#88c900
東京11区,候補者E,国民民主党,#fdbd02
東京12区,候補者A,国民民主党,#fdbd02
東京12区,候補者B,立憲民主党,#004098
東京17区,候補者A,れいわ新選組,#e954a4
東京17区,候補者B,社民党,#1ca9e9
東京17区,候補者C,自由民主党,#d70035
東京17区,候補者D,国民民主党,#fdbd02
東京18区,候補者A,無所属,#999999
東京18区,候補者B,日本維新の会,#88c900
東京18区,候補者C,社民党,#1ca9e9
東京18区,候補者D,自由民主党,#d70035
東京15区,候補者A,日本共産党,#5a2e87
東京15区,候補者B,立憲民主党,#004098
東京15区,候補者C,国民民主党,#fdbd02
東京16区,候補者A,無所属,#999999
東京16区,候補者B,社民党,#1ca9e9
東京16区,候補者C,自由民主党,#d70035
東京16区,候補者D,れいわ新選組,#e954a4
東京16区,候補者E,公明党,#f55883
東京5区,候補者A,立憲民主党,#004098
東京5区,候補者B,れいわ新選組,#e954a4
東京5区,候補者C,社民党,#1ca9e9
茨城1区,候補者A,社民党,#1ca9e9
茨城1区,候補者B,国民民主党,#fdbd02
茨城1区,候補者C,日本共産党,#5a2e87
茨城1区,候補者D,れいわ新選組,#e954a4
茨城1区,候補者E,無所属,#999999
東京6区,候補者A,日本維新の会,#88c900
東京6区,候補者B,無所属,#999999
東京6区,候補者C,国民民主党,#fdbd02
茨城2区,候補者A,国民民主党,#fdbd02
茨城2区,候補者B,自由民主党,#d70035
茨城2区,候補者C,社民党,#1ca9e9
東京3区,候補者A,立憲民主党,#004098
東京3区,候補者B,日本維新の会,#88c900
東京3区,候補者C,日本共産党,#5a2e87
東京3区,候補者D,国民民主党,#fdbd02
東京4区,候補者A,社民党,#1ca9e9
東京4区,候補者B,公明党,#f55883
東京4区,候補者C,自由民主党,#d70035
東京4区,候補者D,国民民主党,#fdbd02
東京4区,候補者E,日本維新の会,#88c900
東京9区,候補者A,れいわ新選組,#e954a4
東京9区,候補者B,無所属,#999999
東京9区,候補者C,社民党,#1ca9e9
茨城5区,候補者A,国民民主党,#fdbd02
茨城5区,候補者B,社民党,#1ca9e9
茨城5区,候補者C,立憲民主党,#004098
茨城5区,候補者D,自由民主党,#d70035
茨城5区,候補者E,日本共産党,#5a2e87
東京10区,候補者A,れいわ新選組,#e954a4
東京10区,候補者B,自由民主党,#d70035
茨城6区,候補者A,自由民主党,#d70035
茨城6区,候補者B,公明党,#f55883
茨城6区,候補者C,国民民主党,#fdbd02
茨城6区,候補者D,れいわ新選組,#e954a4
茨城6区,候補者E,日本共産党,#5a2e87
東京7区,候補者A,日本維新の会,#88c900
東京7区,候補者B,国民民主党,#fdbd02
東京7区,候補者C,立憲民主党,#004098
茨城3区,候補者A,公明党,#f55883
茨城3区,候補者B,自由民主党,#d70035
東京8区,候補者A,日本共産党,#5a2e87
東京8区,候補者B,無所属,#999999
茨城4区,候補者A,無所属,#999999
茨城4区,候補者B,日本共産党,#5a2e87
茨城4区,候補者C,公明党,#f55883
京都1区,候補者A,国民民主党,#fdbd02
京都1区,候補者B,れいわ新選組,#e954a4
京都1区,候補者C,自由民主党,#d70035
京都2区,候補者A,立憲民主党,#004098
京都2区,候補者B,公明党,#f55883
京都2区,候補者C,れいわ新選組,#e954a4
京都5区,候補者A,社民党,#1ca9e9
京都5区,候補者B,立憲民主党,#004098
京都5区,候補者C,日本維新の会,#88c900
京都5区,候補者D,自由民主党,#d70035
京都5区,候補者E,国民民主党,#fdbd02
岐阜1区,候補者A,社民党,#1ca9e9
岐阜1区,候補者B,自由民主党,#d70035
京都6区,候補者A,日本維新の会,#88c900
京都6区,候補者B,社民党,#1ca9e9
京都6区,候補者C,国民民主党,#fdbd02
京都6区,候補者D,立憲民主党,#004098
京都6区,候補者E,日本共産党,#5a2e87
岐阜2区,候補者A,無所属,#999999
岐阜2区,候補者B,れいわ新選組,#e954a4
京都3区,候補者A,無所属,#999999
京都3区,候補者B,日本維新の会,#88c900
京都4区,候補者A,公明党,#f55883
京都4区,候補者B,社民党,#1ca9e9
青森1区,候補者A,公明党,#f55883
青森1区,候補者B,日本維新の会,#88c900
青森1区,候補者C,れいわ新選組,#e954a4
青森1区,候補者D,無所属,#999999
青森2区,候補者A,立憲民主党,#004098
青森2区,候補者B,れいわ新選組,#e954a4
青森2区,候補者C,自由民主党,#d70035
青森2区,候補者D,無所属,#999999
岐阜5区,候補者A,自由民主党,#d70035
岐阜5区,候補者B,無所属,#999999
岐阜5区,候補者C,れいわ新選組,#e954a4
岐阜5区,候補者D,立憲民主党,#004098
青森3区,候補者A,無所属,#999999
青森3区,候補者B,れいわ新選組,#e954a4
青森3区,候補者C,国民民主党,#fdbd02
岐阜3区,候補者A,公明党,#f55883
岐阜3区,候補者B,日本共産党,#5a2e87
岐阜3区,候補者C,社民党,#1ca9e9
岐阜4区,候補者A,立憲民主党,#004098
岐阜4区,候補者B,れいわ新選組,#e954a4
岐阜4区,候補者C,日本維新の会,#88c900
岐阜4区,候補者D,自由民主党,#d70035
徳島1区,候補者A,国民民主党,#fdbd02
徳島1区,候補者B,日本共産党,#5a2e87
徳島1区,候補者C,無所属,#999999
徳島1区,候補者D,公明党,#f55883
徳島2区,候補者A,公明党,#f55883
徳島2区,候補者B,日本維新の会,#88c900
徳島2区,候補者C,社民党,#1ca9e9
徳島2区,候補者D,立憲民主党,#004098
鹿児島1区,候補者A,国民民主党,#fdbd02
鹿児島1区,候補者B,日本維新の会,#88c900
鹿児島1区,候補者C,日本共産党,#5a2e87
鹿児島1区,候補者D,立憲民主党,#004098
鹿児島2区,候補者A,自由民主党,#d70035
鹿児島2区,候補者B,日本維新の会,#88c900
鹿児島2区,候補者C,社民党,#1ca9e9
鹿児島2区,候補者D,立憲民主党,#004098
鹿児島2区,候補者E,日本共産党,#5a2e87
佐賀1区,候補者A,れいわ新選組,#e954a4
佐賀1区,候補者B,立憲民主党,#004098
佐賀2区,候補者A,自由民主党,#d70035
佐賀2区,候補者B,社民党,#1ca9e9
佐賀2区,候補者C,立憲民主党,#004098
佐賀2区,候補者D,無所属,#999999
佐賀2区,候補者E,日本共産党,#5a2e87
鹿児島3区,候補者A,立憲民主党,#004098
鹿児島3区,候補者B,社民党,#1ca9e9
鹿児島3区,候補者C,日本共産党,#5a2e87
鹿児島3区,候補者D,無所属,#999999
鹿児島4区,候補者A,自由民主党,#d70035
鹿児島4区,候補者B,立憲民主党,#004098
千葉1区,候補者A,日本維新の会,#88c900
千葉1区,候補者B,国民民主党,#fdbd02
千葉1区,候補者C,立憲民主党,#004098
千葉1区,候補者D,社民党,#1ca9e9
千葉1区,候補者E,日本共産党,#5a2e87
千葉2区,候補者A,日本共産党,#5a2e87
千葉2区,候補者B,立憲民主党,#004098
千葉5区,候補者A,社民党,#1ca9e9
千葉5区,候補者B,自由民主党,#d70035
千葉6区,候補者A,日本維新の会,#88c900
千葉6区,候補者B,公明党,#f55883
千葉6区,候補者C,国民民主党,#fdbd02
千葉6区,候補者D,社民党,#1ca9e9
千葉6区,候補者E,日本共産党,#5a2e87
千葉3区,候補者A,社民党,#1ca9e9
千葉3区,候補者B,日本維新の会,#88c900
千葉3区,候補者C,れいわ新選組,#e954a4
千葉4区,候補者A,自由民主党,#d70035
千葉4区,候補者B,国民民主党,#fdbd02
千葉4区,候補者C,日本共産党,#5a2e87
鳥取1区,候補者A,公明党,#f55883
鳥取1区,候補者B,社民党,#1ca9e9
鳥取2区,候補者A,日本共産党,#5a2e87
鳥取2区,候補者B,社民党,#1ca9e9
千葉9区,候補者A,日本共産党,#5a2e87
千葉9区,候補者B,公明党,#f55883
千葉10区,候補者A,日本共産党,#5a2e87
千葉10区,候補者B,立憲民主党,#004098
千葉7区,候補者A,自由民主党,#d70035
千葉7区,候補者B,無所属,#999999
千葉7区,候補者C,れいわ新選組,#e954a4
福島3区,候補者A,無所属,#999999
福島3区,候補者B,自由民主党,#d70035
千葉8区,候補者A,自由民主党,#d70035
千葉8区,候補者B,公明党,#f55883
千葉8区,候補者C,国民民主党,#fdbd02
福島4区,候補者A,日本共産党,#5a2e87
福島4区,候補者B,公明党,#f55883
福島4区,候補者C,日本維新の会,#88c900
千葉13区,候補者A,自由民主党,#d70035
千葉13区,候補者B,社民党,#1ca9e9
千葉14区,候補者A,公明党,#f55883
千葉14区,候補者B,立憲民主党,#004098
千葉14区,候補者C,れいわ新選組,#e954a4
千葉14区,候補者D,無所属,#999999
千葉14区,候補者E,国民民主党,#fdbd02
千葉11区,候補者A,れいわ新選組,#e954a4
千葉11区,候補者B,日本維新の会,#88c900
千葉11区,候補者C,国民民主党,#fdbd02
千葉11区,候補者D,自由民主党,#d70035
千葉12区,候補者A,社民党,#1ca9e9
千葉12区,候補者B,立憲民主党,#004098
千葉12区,候補者C,自由民主党,#d70035
千葉12区,候補者D,国民民主党,#fdbd02
長野1区,候補者A,日本共産党,#5a2e87
長野1区,候補者B,日本維新の会,#88c900
長野1区,候補者C,立憲民主党,#004098
長野2区,候補者A,立憲民主党,#004098
長野2区,候補者B,れいわ新選組,#e954a4
長野2区,候補者C,社民党,#1ca9e9
長野2区,候補者D,日本共産党,#5a2e87
滋賀3区,候補者A,立憲民主党,#004098
滋賀3区,候補者B,公明党,#f55883
滋賀3区,候補者C,自由民主党,#d70035
滋賀3区,候補者D,日本共産党,#5a2e87
福島1区,候補者A,公明党,#f55883
福島1区,候補者B,日本共産党,#5a2e87
福島1区,候補者C,立憲民主党,#004098
福島2区,候補者A,立憲民主党,#004098
福島2区,候補者B,公明党,#f55883
福島2区,候補者C,日本維新の会,#88c900
福島2区,候補者D,日本共産党,#5a2e87
長野5区,候補者A,国民民主党,#fdbd02
長野5区,候補者B,れいわ新選組,#e954a4
長野5区,候補者C,立憲民主党,#004098
長野5区,候補者D,社民党,#1ca9e9
福岡9区,候補者A,社民党,#1ca9e9
福岡9区,候補者B,国民民主党,#fdbd02
福岡9区,候補者C,日本維新の会,#88c900
福岡9区,候補者D,日本共産党,#5a2e87
福岡10区,候補者A,無所属,#999999
福岡10区,候補者B,日本維新の会,#88c900
福岡10区,候補者C,日本共産党,#5a2e87
福岡10区,候補者D,国民民主党,#fdbd02
長野3区,候補者A,れいわ新選組,#e954a4
長野3区,候補者B,公明党,#f55883
長野3区,候補者C,立憲民主党,#004098
福岡7区,候補者A,社民党,#1ca9e9
福岡7区,候補者B,日本維新の会,#88c900
長野4区,候補者A,公明党,#f55883
長野4区,候補者B,れいわ新選組,#e954a4
長野4区,候補者C,社民党,#1ca9e9
長野4区,候補者D,日本維新の会,#88c900
長野4区,候補者E,自由民主党,#d70035
福岡8区,候補者A,無所属,#999999
福岡8区,候補者B,日本共産党,#5a2e87
福岡11区,候補者A,国民民主党,#fdbd02
福岡11区,候補者B,立憲民主党,#004098
福岡11区,候補者C,社民党,#1ca9e9
福岡11区,候補者D,れいわ新選組,#e954a4
福岡11区,候補者E,日本共産党,#5a2e87
